2002-01-02,20.61784935,21.2196159363,20.5487957001,16.8882389069,up
2002-01-03,21.8016490936,21.9002990723,21.6043491364,17.4157524109,up
2002-01-04,22.1765193939,22.4428749084,21.9200305939,17.8724002838,up
2002-01-07,22.6401748657,23.2814006805,22.5020656586,18.305437088,up
2002-01-08,22.9361248016,22.9361248016,22.3442249298,17.9432640076,down
2002-01-09,22.5612545013,22.5809841156,21.3577251434,17.1638031006,down
2002-01-10,21.9200305939,22.0778694153,21.3083992004,17.5495967865,up
2002-01-11,21.5550251007,22.0384101868,21.4366455078,17.2189178467,down
2002-01-14,21.2689399719,21.5056991577,20.9137992859,16.8252563477,down
2002-01-15,21.1604251862,21.328130722,20.8940696716,16.911863327,up
2002-01-16,21.1900196075,21.2097492218,20.2232494354,16.1402740479,down
2002-01-17,20.5685253143,21.0519104004,20.4797401428,16.7229003906,up
2002-01-18,20.9137992859,21.0223140717,20.7164993286,16.6914043427,down
2002-01-22,21.1110992432,21.1900196075,20.7066345215,16.6205463409,down
2002-01-23,20.7756900787,21.2097492218,20.5290641785,16.8567466736,up
2002-01-24,21.4070491791,21.6142158508,20.5191993713,16.6914043427,down
2002-01-25,21.1604251862,21.6043491364,20.9631252289,17.148059845,up
2002-01-28,22.2949008942,22.2949008942,21.5056991577,17.4314975739,up
2002-01-29,21.880569458,21.9397602081,20.7362308502,17.1244411469,down
2002-01-30,20.9631252289,21.4563751221,19.7497291565,16.8488769531,down
2002-01-31,21.1110992432,21.9496250153,20.5191993713,16.5811805725,down
2002-02-01,22.1469249725,22.2949008942,21.5550251007,17.6755714417,up
2002-02-04,22.1567897797,22.1567897797,21.3577251434,17.0693264008,down
2002-02-05,21.2097492218,21.6832695007,21.1604251862,17.1638031006,up
2002-02-06,21.3577251434,21.8509750366,20.9137992859,16.8646202087,down
2002-02-07,21.3379955292,22.2850341797,21.2393455505,17.7543048859,up
2002-02-08,22.2455749512,23.2715358734,22.0285453796,18.4392814636,up
2002-02-11,22.9459896088,23.7154598236,22.7980155945,18.8565673828,up
2002-02-12,23.1827507019,23.3800506592,22.837474823,18.4235363007,down
2002-02-13,22.9361248016,23.6760005951,22.7585544586,18.7935791016,up
2002-02-14,23.6760005951,24.0607357025,23.6266746521,19.0848922729,up
2002-02-15,23.8634357452,23.971950531,23.439239502,18.8172016144,down
2002-02-19,23.3800506592,23.5674858093,22.5415248871,17.9983768463,down
2002-02-20,22.886800766,24.1100597382,22.7388248444,19.1557559967,up
2002-02-21,23.7746505737,24.0212745667,23.2518043518,18.6833515167,down
2002-02-22,23.1728858948,23.922624588,22.9558544159,18.6361141205,down
2002-02-25,23.5970802307,24.0706005096,23.5082950592,19.0691432953,up
2002-02-26,24.1396541595,24.2679004669,23.2616691589,18.8093223572,down
2002-02-27,23.7253246307,24.1692504883,23.6760005951,19.0927658081,up
2002-02-28,23.4293746948,23.439239502,22.5513896942,18.1086025238,down
2002-03-01,22.6401748657,23.6760005951,22.4922008514,18.8880577087,up
2002-03-04,23.6760005951,23.6760005951,22.9361248016,18.5495071411,down
2002-03-05,23.1827507019,23.9324893951,23.1235599518,18.9274272919,up
2002-03-06,23.6760005951,23.8338394165,23.4688358307,19.0140361786,up
2002-03-07,23.8239746094,23.8239746094,23.2320747375,18.7069759369,down
2002-03-08,23.6760005951,23.7746505737,23.0446395874,18.6991024017,down
2002-03-11,23.2814006805,23.7549190521,23.1827507019,18.832950592,up
2002-03-12,23.4984302521,23.6464042664,23.1235599518,18.6676082611,down
2002-03-13,23.3899154663,23.5773506165,23.0347747803,18.4786472321,down
2002-03-14,23.0742359161,23.2320747375,22.8670692444,18.5022659302,up
2002-03-15,23.6464042664,24.0706005096,23.4787006378,19.1478805542,up
2002-03-18,24.149520874,24.6625003815,23.8634357452,19.2974739075,up
2002-03-19,24.5835800171,24.5835800171,23.6365394592,19.1321296692,down
2002-03-20,23.8239746094,24.0508708954,23.4984302521,18.8959388733,down
2002-03-21,23.6760005951,23.7746505737,22.8670692444,18.6046237946,down
2002-03-22,23.3307247162,23.4195098877,22.9459896088,18.4629058838,down
2002-03-25,23.3800506592,23.3800506592,22.7388248444,18.2660675049,down
2002-03-26,22.7388248444,23.3307247162,22.3442249298,17.9983768463,down
2002-03-27,22.4626045227,22.7388248444,22.3442249298,18.0219936371,up
2002-03-28,22.837474823,22.965719223,22.5513896942,18.1715927124,up
2002-04-01,22.3442249298,22.6796340942,21.8016490936,18.0298709869,down
2002-04-02,22.4922008514,22.5908508301,22.1962509155,17.9196434021,down
2002-04-03,22.4527397156,22.482334137,21.9002990723,17.6676998138,down
2002-04-04,22.1370601654,22.4724693298,21.9496250153,17.7621765137,up
2002-04-05,22.4034156799,23.3011302948,22.2061157227,18.2975616455,up
2002-04-08,22.4428749084,22.8670692444,22.4231452942,18.2030830383,down
2002-04-09,22.886800766,23.1531543732,22.709230423,18.1637115479,down
2002-04-10,23.1334247589,23.9127597809,22.9361248016,18.9353027344,up
2002-04-11,23.5773506165,23.7647857666,22.9558544159,18.4786472321,down
2002-04-12,23.1630191803,23.7253246307,23.0841007233,18.8959388733,up
2002-04-15,23.6760005951,23.6760005951,23.1235599518,18.612493515,down
2002-04-16,23.7746505737,23.8141098022,23.4491043091,18.8172016144,up
2002-04-17,23.6760005951,23.922624588,23.4787006378,18.9825401306,up
2002-04-18,23.8042449951,24.1396541595,22.9361248016,19.2108612061,up
2002-04-19,24.4158744812,24.8302059174,24.4158744812,19.6438999176,up
2002-04-22,24.6625003815,24.8006095886,24.149520874,19.3210887909,down
